Date,Return,Year,Month,Day,Business_Month_End,DX_to_Prev,DX_to_Curr,DX_Class,Non_Focus_Returns,Focus_Returns,Log_Cum_All_Returns,Log_Cum_Focus_Returns,Log_Cum_Non_Focus_Returns
19900822.0,-0.0048582541712336,1990,8,22,0,-16,7,7,-0.0048582541712336,0.0,-0.0505704775826589,-0.0032107360654727,-0.0473597415171858
19900823.0,-0.0061612537326282,1990,8,23,0,-17,6,6,-0.0061612537326282,0.0,-0.0532545532330248,-0.0032107360654727,-0.0500438171675517
19900824.0,-0.0036093682699211,1990,8,24,0,-18,5,5,-0.0036093682699211,0.0,-0.0548249176755195,-0.0032107360654727,-0.0516141816100464
19900827.0,0.009486717838965,1990,8,27,0,-19,4,4,0.009486717838965,0.0,-0.0507243085188859,-0.0032107360654727,-0.0475135724534128
19900828.0,-0.0028745063741139,1990,8,28,0,-20,3,3,-0.0028745063741139,0.0,-0.0519744884625381,-0.0032107360654727,-0.048763752397065
19900829.0,0.0062725981620718,1990,8,29,0,-21,2,2,0.0062725981620718,0.0,-0.0492588418971601,-0.0032107360654727,-0.0460481058316869
19900830.0,-0.001584327934072,1990,8,30,0,-22,1,1,-0.001584327934072,0.0,-0.0499474524130448,-0.0032107360654727,-0.0467367163475716
19900831.0,-0.0003027777777777,1990,8,31,1,-23,0,0,0.0,-0.0003027777777777,-0.050078967042035,-0.0033422506944629,-0.0467367163475716
19900904.0,-0.0030062618133042,1990,9,4,0,-2,18,-2,0.0,-0.0030062618133042,-0.0513865363928716,-0.0046498200452996,-0.0467367163475716
19900905.0,0.0024084295677378,1990,9,5,0,-3,17,-3,0.0024084295677378,0.0,-0.0503418262725397,-0.0046498200452996,-0.0456920062272398
19900906.0,0.0009780287787329,1990,9,6,0,-4,16,-4,0.0009780287787329,0.0,-0.049917281345547,-0.0046498200452996,-0.0452674613002472
19900907.0,0.0016864236999147,1990,9,7,0,-5,15,-5,0.0016864236999147,0.0,-0.0491854937172339,-0.0046498200452996,-0.0445356736719341
19900910.0,-0.0029990330335196,1990,9,10,0,-6,14,-6,-0.0029990330335196,0.0,-0.0504899141939404,-0.0046498200452996,-0.0458400941486405
19900911.0,0.0011175032556271,1990,9,11,0,-7,13,-7,0.0011175032556271,0.0,-0.0500048596710664,-0.0046498200452996,-0.0453550396257665
19900912.0,0.0002659556713971,1990,9,12,0,-8,12,-8,0.0002659556713971,0.0,-0.0498893719471747,-0.0046498200452996,-0.0452395519018748
19900913.0,-0.0003011904761904,1990,9,13,0,-9,11,-8,-0.0003011904761904,0.0,-0.0500201970116069,-0.0046498200452996,-0.045370376966307
19900914.0,-0.0035649906748565,1990,9,14,0,-10,10,-8,-0.0035649906748565,0.0,-0.051571219125036,-0.0046498200452996,-0.0469213990797361
